17	353
525	72
265	53
28	47
446	597
165	559
520	182
393	436
324	103
71	243
382	505
113	470
23	125
456	92
573	178
578	312
90	450
95	284
260	424
36	419
379	449
78	272
498	588
368	478
85	390
384	164
265	30
243	548
273	274
129	281
164	29
155	83
387	133
489	385
264	357
472	297
147	396
192	358
262	55
324	231
528	26
19	96
535	214
3	160
54	272
261	470
558	70
579	0
217	591
302	185
25	557
325	350
151	185
447	534
512	396
569	548
490	430
20	130
236	125
21	211
499	18
472	445
361	75
335	538
575	393
347	330
348	71
70	318
190	494
231	235
52	454
492	392
318	317
302	166
348	53
430	508
12	430
94	420
87	592
330	190
475	26
92	382
331	36
87	108
161	213
268	153
158	466
432	377
473	180
559	329
51	61
57	69
532	350
282	142
422	264
192	383
118	69
389	243
179	202
12	85
