279	105
91	2
582	73
84	378
480	507
186	340
16	508
461	148
97	324
121	281
235	364
570	355
479	250
306	536
481	16
38	343
241	99
386	548
478	71
108	81
208	144
412	525
464	499
22	94
406	131
392	243
439	503
446	4
137	416
328	427
596	265
493	515
486	247
159	430
467	488
386	69
352	200
586	577
594	94
248	79
328	381
408	583
186	190
139	93
60	51
452	120
99	310
16	353
322	304
599	550
161	190
234	539
35	86
552	82
195	391
121	433
458	78
30	322
472	557
210	289
261	358
105	118
90	405
148	10
216	523
366	478
220	95
415	70
38	383
442	221
109	404
380	419
314	363
132	57
253	240
113	500
247	397
333	512
341	25
60	172
173	387
224	475
9	285
29	315
197	150
172	374
470	184
206	438
377	424
382	350
77	147
228	547
351	69
114	321
184	341
540	458
213	109
377	345
186	206
224	85
315	440
385	257
345	326
410	368
206	32
170	477
285	594
414	529
585	210
589	518
168	167
161	432
507	157
285	347
549	508
486	432
373	280
543	569
474	532
341	523
155	456
243	340
200	257
387	74
296	431
314	587
319	346
15	434
516	269
80	127
157	133
256	328
87	435
9	91
406	5
490	46
260	35
213	301
82	180
456	202
113	385
589	323
171	313
568	277
155	44
341	175
238	68
484	481
44	421
66	579
519	404
429	426
95	301
67	229
431	575
24	414
95	11
122	324
87	42
346	308
589	84
106	192
116	68
509	176
265	440
559	557
211	87
27	597
158	596
419	144
139	279
15	417
152	210
37	408
255	488
593	484
206	65
17	190
483	195
168	528
402	203
541	220
508	497
7	18
461	537
471	313
43	358
210	79
182	449
490	476
488	439
88	216
146	136
503	436
152	460
72	206
466	480
350	182
448	350
141	69
258	387
268	478
441	425
500	380
229	541
348	315
228	475
355	179
276	21
113	47
277	595
137	548
134	308
503	5
178	314
530	347
127	507
207	49
251	340
410	581
571	121
169	435
361	40
278	492
129	195
65	275
320	163
568	520
130	242
316	22
534	385
306	111
40	88
154	399
324	188
487	549
90	82
83	190
554	218
511	596
420	495
564	236
508	82
345	173
57	278
225	60
33	311
440	181
427	92
90	572
312	323
448	585
510	547
159	249
571	365
575	425
178	180
574	230
29	91
358	504
232	149
202	357
189	448
272	57
346	131
194	587
91	6
63	179
556	185
386	32
80	53
220	270
23	310
219	356
215	162
61	500
26	387
170	395
208	40
478	264
137	210
240	569
377	58
483	457
168	336
150	463
445	374
377	416
286	379
22	187
479	443
418	141
525	443
551	51
285	211
31	165
373	196
167	451
455	185
598	398
6	523
592	289
150	44
155	457
92	212
189	103
63	194
552	199
458	290
275	553
344	429
279	36
170	566
195	426
455	505
404	303
41	6
348	547
400	571
37	303
277	480
75	460
21	227
59	231
536	27
164	416
437	242
577	426
516	172
335	165
231	460
49	31
206	398
310	505
318	183
436	573
317	208
491	518
36	442
312	360
593	219
132	198
464	342
49	226
110	225
169	174
546	552
578	138
520	271
186	15
459	4
218	544
47	419
554	536
480	315
586	430
378	381
208	197
526	333
579	104
421	322
3	435
300	263
10	188
420	140
435	232
581	254
70	475
439	363
365	447
477	314
318	525
6	102
429	498
73	236
396	280
84	578
394	462
25	391
574	498
278	225
431	378
32	338
466	74
171	332
486	143
80	99
487	410
19	74
549	520
367	453
432	103
449	581
74	363
422	371
409	23
466	500
112	295
566	106
466	169
141	363
554	228
67	34
41	152
194	188
373	21
163	157
34	288
438	345
159	472
501	214
336	183
563	6
516	436
20	523
394	557
457	523
269	289
44	555
177	307
18	152
352	243
209	552
94	359
471	343
333	495
332	238
454	150
350	414
37	92
95	538
535	536
237	593
595	307
182	219
226	432
405	483
156	311
333	203
473	489
361	22
464	373
182	62
527	249
54	5
328	357
234	161
445	513
339	209
80	198
141	436
449	258
128	593
572	85
228	536
62	441
592	327
28	198
127	425
424	67
192	178
273	177
137	357
590	153
479	430
71	262
293	411
73	565
310	565
147	305
128	557
17	19
599	57
589	470
299	597
532	272
536	454
52	597
200	243
80	262
103	348
422	471
370	356
398	133
452	195
383	198
143	348
447	571
476	598
518	384
439	5
288	197
393	584
133	333
555	485
127	35
45	481
280	244
64	492
45	215
398	184
426	321
428	426
19	342
416	466
429	162
253	485
423	365
521	114
296	444
415	273
126	508
301	454
64	442
324	157
457	38
367	120
298	422
51	324
362	87
346	250
244	430
387	465
365	148
33	64
537	32
382	129
177	246
597	561
299	565
513	381
223	510
580	102
217	321
160	245
599	570
452	385
384	376
116	525
87	470
104	439
60	531
478	203
397	116
302	70
54	33
347	22
330	428
209	111
372	533
399	88
423	251
531	156
342	550
332	189
576	376
8	315
52	538
298	385
589	514
599	208
595	529
486	421
390	363
554	470
39	408
165	491
436	79
34	367
168	410
543	421
173	197
165	79
327	536
518	25
102	124
90	492
31	570
38	167
360	527
18	96
142	76
308	240
365	33
94	181
243	305
561	233
473	57
365	159
575	387
118	317
195	263
68	429
566	32
47	22
115	500
485	144
405	462
186	261
507	190
355	450
523	431
407	237
441	545
594	24
17	429
103	475
97	334
481	72
228	359
166	128
140	527
57	43
7	377
266	125
173	48
156	299
363	512
451	493
111	440
552	86
113	211
499	238
410	149
292	193
4	331
30	552
502	459
496	189
570	179
160	467
100	317
446	444
57	440
235	277
178	458
13	396
44	1
584	506
69	313
194	314
148	399
354	73
301	180
374	288
105	214
521	541
414	0
341	432
72	554
146	585
467	139
531	159
524	298
561	570
139	77
318	402
383	456
544	57
206	495
425	11
487	223
175	182
478	78
452	260
531	51
412	589
576	528
430	594
349	76
546	212
18	253
405	11
288	354
572	370
556	159
547	160
145	298
560	346
49	258
80	499
160	223
429	205
429	260
556	9
77	401
15	195
438	453
99	561
589	209
360	186
260	200
584	299
580	330
94	13
370	312
261	370
17	281
202	6
133	75
295	170
439	70
60	531
554	538
380	457
456	208
545	572
153	142
77	177
226	564
263	122
