102	75
523	500
211	14
426	28
529	107
226	10
566	438
523	500
322	1
532	110
433	32
475	543
460	47
34	162
434	32
72	494
112	533
345	596
26	422
492	530
293	599
15	393
83	93
560	151
385	587
498	525
480	60
490	532
334	2
278	1
201	583
409	21
168	31
13	387
118	62
149	41
4	348
294	599
297	599
18	198
208	15
328	2
487	534
315	1
87	511
181	575
341	3
80	503
284	599
594	359
412	578
162	34
427	29
475	543
46	459
332	598
21	410
121	60
568	434
465	550
114	65
85	509
65	114
34	438
414	23
211	14
119	61
407	20
398	17
298	1
166	568
114	65
242	594
89	513
162	34
289	1
370	591
73	496
89	87
315	1
411	22
415	23
331	2
87	511
497	526
240	593
300	600
498	75
12	216
556	144
150	559
199	582
469	547
357	6
233	8
334	598
599	324
119	61
325	2
407	20
456	44
463	49
188	22
62	118
583	201
542	123
122	59
415	23
581	405
469	53
590	376
432	31
446	38
544	474
360	7
563	156
367	592
477	542
443	563
355	6
31	432
380	11
490	532
572	426
240	593
269	2
580	407
389	586
388	586
543	475
33	436
262	597
322	1
373	590
460	553
44	144
512	512
488	533
377	11
250	595
592	232
50	465
414	577
592	232
565	160
166	568
147	558
429	30
420	26
579	190
411	22
262	597
382	588
256	4
515	91
327	598
90	86
15	393
240	593
550	135
268	598
275	2
259	597
300	600
451	559
443	37
189	22
381	588
492	530
567	436
173	29
93	517
250	5
96	519
103	526
98	521
407	20
329	598
219	588
518	506
473	545
26	178
358	6
428	29
216	588
185	577
434	32
328	598
396	16
97	80
190	579
65	114
537	483
436	33
474	544
456	44
108	70
370	9
513	89
184	24
444	37
546	129
310	599
13	213
100	77
446	38
385	587
335	3
253	4
465	550
561	447
270	2
46	459
345	4
522	99
181	575
270	2
431	31
94	518
504	519
77	500
291	599
253	4
304	1
488	533
330	2
575	181
75	102
76	499
466	51
245	6
270	598
80	503
370	591
461	553
301	1
397	583
116	536
501	522
439	565
439	35
533	112
157	37
220	11
346	596
409	579
439	565
136	49
95	519
433	32
416	576
431	31
598	266
318	599
54	471
441	36
540	480
269	598
337	3
165	33
68	110
490	68
12	384
399	583
559	451
519	505
210	586
51	133
350	5
284	599
355	6
553	461
268	598
14	210
478	59
177	573
22	412
122	59
190	21
94	82
436	567
512	512
128	55
405	581
487	534
282	599
48	138
364	7
187	577
148	558
465	550
269	2
556	144
419	25
244	6
106	528
98	79
128	545
45	142
432	569
494	528
564	158
218	12
574	422
85	91
579	410
365	592
44	456
74	103
523	500
279	1
223	589
573	176
67	488
333	598
193	580
504	519
70	492
213	13
242	594
549	467
295	599
71	493
260	597
419	25
133	549
125	57
424	27
392	15
174	28
565	440
19	405
479	540
541	122
387	587
397	583
73	104
213	587
81	95
575	419
69	491
21	190
58	123
186	23
129	546
139	553
200	582
36	442
488	67
507	83
26	422
147	558
107	71
120	60
90	514
425	28
442	564
567	164
504	519
584	396
107	529
320	1
114	535
77	500
558	453
6	241
278	1
472	545
1	276
548	132
324	1
247	5
87	511
215	13
430	570
359	594
337	3
296	599
176	27
317	1
255	4
241	6
10	224
543	475
525	498
293	599
547	470
541	122
185	23
