87	372
294	321
467	329
41	315
191	284
263	407
330	193
317	275
456	433
292	87
216	550
351	211
214	339
438	174
253	40
265	348
343	442
506	314
299	378
319	198
314	349
280	162
324	253
289	429
249	391
253	505
170	242
373	498
398	326
300	421
283	34
185	301
226	396
406	495
279	336
295	191
320	108
453	130
485	363
335	63
233	377
374	178
300	323
364	568
179	229
240	235
504	134
300	81
300	212
63	383
70	280
300	470
279	180
172	48
233	557
300	125
419	265
237	450
351	185
285	558
199	231
280	201
203	452
361	199
295	126
353	300
301	333
404	380
166	283
54	281
136	535
136	242
437	352
247	116
371	42
310	572
455	387
228	375
364	335
295	370
274	461
270	247
202	315
134	248
294	500
349	389
247	514
151	185
326	434
259	300
432	228
572	341
344	177
297	166
426	451
224	290
458	358
288	188
345	189
480	240
339	536
339	585
195	361
340	61
254	409
310	37
310	196
394	509
356	108
162	119
398	295
365	434
362	366
293	216
300	327
283	64
428	262
100	312
290	377
302	110
160	410
331	407
376	148
356	447
263	458
356	472
295	340
162	480
499	376
210	367
299	197
300	291
455	212
399	87
201	347
314	451
397	488
330	476
296	234
206	250
295	134
412	446
300	298
309	591
419	287
152	410
188	234
254	391
329	379
359	327
370	192
276	262
369	305
274	572
264	259
300	518
330	545
476	475
281	513
244	70
235	146
147	184
295	416
329	467
192	317
305	266
395	446
225	53
288	72
319	479
300	41
203	229
438	104
413	360
245	198
433	257
263	304
282	343
290	108
370	344
417	237
318	560
291	300
112	316
318	309
350	388
302	262
300	22
223	233
306	133
325	419
276	281
444	309
355	259
499	223
274	584
422	482
310	156
543	329
265	238
191	161
75	388
303	517
397	143
229	236
271	314
240	315
306	328
177	149
227	369
143	345
422	380
306	462
253	254
455	258
268	538
326	540
60	248
454	276
530	398
583	323
237	349
152	65
155	486
299	459
320	509
171	461
308	207
283	193
259	334
303	240
298	476
359	333
330	92
276	190
357	278
299	116
357	93
284	535
243	26
511	131
325	402
241	526
389	360
406	165
317	457
348	345
287	118
262	470
189	188
246	269
263	346
175	250
246	527
250	27
176	177
309	403
296	199
305	505
123	404
284	319
241	246
305	593
370	357
124	500
432	473
296	222
343	187
286	96
258	510
205	251
491	279
328	360
443	474
311	327
305	159
279	390
295	185
222	397
350	195
390	323
200	313
506	306
491	352
566	291
227	375
326	187
279	351
300	489
395	116
384	462
238	310
271	484
318	149
273	385
319	288
298	546
274	345
362	230
312	388
131	344
261	234
397	464
240	95
295	127
325	353
312	123
296	427
322	564
149	142
345	213
359	313
393	507
141	150
196	380
310	369
99	312
328	547
247	471
230	292
298	92
373	454
71	358
386	567
232	284
202	325
271	324
260	248
188	279
520	169
243	537
190	389
253	429
293	208
533	258
373	404
228	304
288	290
141	235
342	327
249	410
310	424
368	575
301	214
242	317
253	524
408	146
271	198
261	486
281	410
236	399
497	242
365	26
136	369
337	497
336	112
479	361
289	193
259	466
158	414
187	387
392	429
296	209
480	432
161	319
256	160
240	504
307	70
309	31
193	519
364	327
380	431
288	481
344	425
312	274
300	567
351	499
145	302
163	141
79	130
357	47
337	484
175	153
258	332
591	317
181	262
71	254
399	283
375	542
314	456
81	275
263	46
289	254
